athens, greece, baghdad, iraq, ['iraq']
valletta, malta, bamako, mali, ['cyprus']
valletta, malta, bangkok, thailand, ['cyprus']
valletta, malta, beijing, china, ['greece']
valletta, malta, beirut, lebanon, ['cyprus']
valletta, malta, belgrade, serbia, ['serbia']
valletta, malta, berlin, germany, ['germany']
valletta, malta, bern, switzerland, ['switzerland']
valletta, malta, bishkek, kyrgyzstan, ['dominica']
valletta, malta, bratislava, slovakia, ['greece']
valletta, malta, brussels, belgium, ['italy']
valletta, malta, bucharest, romania, ['versailles']
valletta, malta, budapest, hungary, ['hungary']
valletta, malta, bujumbura, burundi, ['cyprus']
valletta, malta, cairo, egypt, ['egypt']
valletta, malta, canberra, australia, ['sweden']
valletta, malta, caracas, venezuela, ['peru']
valletta, malta, chisinau, moldova, ['finland']
vienna, austria, vientiane, laos, ['maluku']
vienna, austria, vilnius, lithuania, ['lithuania']
vienna, austria, warsaw, poland, ['poland']
vienna, austria, yerevan, armenia, ['armenia']
vienna, austria, zagreb, croatia, ['croatia']
vienna, austria, accra, ghana, ['malwa']
vienna, austria, algiers, algeria, ['morocco']
vienna, austria, amman, jordan, ['norodom']
vienna, austria, ankara, turkey, ['slovakia']
vienna, austria, antananarivo, madagascar, ['maluku']
vienna, austria, asmara, eritrea, ['diddy']
vienna, austria, astana, kazakhstan, ['almaty']
vienna, austria, athens, greece, ['greece']
vienna, austria, baghdad, iraq, ['syria']
vienna, austria, baku, azerbaijan, ['greenland']
vienna, austria, bamako, mali, ['jelena']
vienna, austria, bangkok, thailand, ['thailand']
vienna, austria, beijing, china, ['albania']
vienna, austria, beirut, lebanon, ['libyan']
vienna, austria, belgrade, serbia, ['serbia']
vienna, austria, berlin, germany, ['germany']
vienna, austria, bern, switzerland, ['fairfield']
vienna, austria, bishkek, kyrgyzstan, ['quetta']
vienna, austria, bratislava, slovakia, ['slovakia']
vienna, austria, brussels, belgium, ['belgium']
vienna, austria, bucharest, romania, ['slovenia']
vienna, austria, budapest, hungary, ['hungary']
vienna, austria, bujumbura, burundi, ['corrientes']
vienna, austria, cairo, egypt, ['egypt']
vienna, austria, canberra, australia, ['iceland']
vienna, austria, caracas, venezuela, ['venezuela']
vienna, austria, chisinau, moldova, ['baronies']
vienna, austria, conakry, guinea, ['possessions']
vientiane, laos, vilnius, lithuania, ['finland']
vientiane, laos, warsaw, poland, ['pact']
vientiane, laos, yerevan, armenia, ['microwave']
vientiane, laos, zagreb, croatia, ['croatia']
vientiane, laos, accra, ghana, ['ghana']
vientiane, laos, algiers, algeria, ['algeria']
vientiane, laos, amman, jordan, ['armenia']
vientiane, laos, ankara, turkey, ['photos']
vientiane, laos, antananarivo, madagascar, ['lesotho']
vientiane, laos, asmara, eritrea, ['helsinki']
vientiane, laos, astana, kazakhstan, ['accessible']
vientiane, laos, athens, greece, ['greece']
vientiane, laos, baghdad, iraq, ['afghanistan']
vientiane, laos, baku, azerbaijan, ['kyrgyzstan']
vientiane, laos, bamako, mali, ['anzio']
vientiane, laos, bangkok, thailand, ['thailand']
vientiane, laos, beijing, china, ['satellite']
vientiane, laos, beirut, lebanon, ['lebanon']
vientiane, laos, belgrade, serbia, ['serbia']
vientiane, laos, berlin, germany, ['germany']
vientiane, laos, bern, switzerland, ['balloons']
vientiane, laos, bishkek, kyrgyzstan, ['kyrgyzstan']
vientiane, laos, bratislava, slovakia, ['armenia']
vientiane, laos, brussels, belgium, ['belgium']
vientiane, laos, bucharest, romania, ['utrecht']
vientiane, laos, budapest, hungary, ['hungary']
vientiane, laos, bujumbura, burundi, ['extipa']
vientiane, laos, cairo, egypt, ['egypt']
vientiane, laos, canberra, australia, ['australia']
vientiane, laos, caracas, venezuela, ['venezuela']
vientiane, laos, chisinau, moldova, ['helsinki']
vientiane, laos, conakry, guinea, ['communications']
vientiane, laos, copenhagen, denmark, ['greece']
vilnius, lithuania, warsaw, poland, ['poland']
vilnius, lithuania, yerevan, armenia, ['buckinghamshire']
vilnius, lithuania, zagreb, croatia, ['croatia']
vilnius, lithuania, accra, ghana, ['bulgaria']
vilnius, lithuania, algiers, algeria, ['latvia']
vilnius, lithuania, amman, jordan, ['jordan']
vilnius, lithuania, ankara, turkey, ['liechtenstein']
vilnius, lithuania, antananarivo, madagascar, ['icke']
vilnius, lithuania, asmara, eritrea, ['kalmar']
vilnius, lithuania, astana, kazakhstan, ['almaty']
vilnius, lithuania, athens, greece, ['greece']
vilnius, lithuania, baghdad, iraq, ['iraq']
vilnius, lithuania, baku, azerbaijan, ['jamaica']
vilnius, lithuania, bamako, mali, ['lanthanum']
vilnius, lithuania, bangkok, thailand, ['singapore']
vilnius, lithuania, beijing, china, ['greece']
vilnius, lithuania, beirut, lebanon, ['embassy']
vilnius, lithuania, belgrade, serbia, ['serbia']
vilnius, lithuania, berlin, germany, ['germany']
vilnius, lithuania, bern, switzerland, ['arkansas']
vilnius, lithuania, bishkek, kyrgyzstan, ['liechtenstein']
vilnius, lithuania, bratislava, slovakia, ['slovakia']
vilnius, lithuania, brussels, belgium, ['belgium']
vilnius, lithuania, bucharest, romania, ['ussr']
vilnius, lithuania, budapest, hungary, ['hungary']
vilnius, lithuania, bujumbura, burundi, ['wilf']
vilnius, lithuania, cairo, egypt, ['egypt']
vilnius, lithuania, canberra, australia, ['australia']
vilnius, lithuania, caracas, venezuela, ['venezuela']
vilnius, lithuania, chisinau, moldova, ['estonia']
vilnius, lithuania, conakry, guinea, ['foreign']
vilnius, lithuania, copenhagen, denmark, ['liechtenstein']
vilnius, lithuania, dakar, senegal, ['rally']
warsaw, poland, yerevan, armenia, ['armenia']
warsaw, poland, zagreb, croatia, ['bh']
warsaw, poland, accra, ghana, ['moravia']
warsaw, poland, algiers, algeria, ['algeria']
warsaw, poland, amman, jordan, ['godel']
warsaw, poland, ankara, turkey, ['capital']
warsaw, poland, antananarivo, madagascar, ['frosty']
warsaw, poland, asmara, eritrea, ['capital']
warsaw, poland, astana, kazakhstan, ['almaty']
warsaw, poland, athens, greece, ['greece']
warsaw, poland, baghdad, iraq, ['iraq']
warsaw, poland, baku, azerbaijan, ['hungary']
warsaw, poland, bamako, mali, ['mameluk']
warsaw, poland, bangkok, thailand, ['thailand']
warsaw, poland, beijing, china, ['greece']
warsaw, poland, beirut, lebanon, ['syria']
warsaw, poland, belgrade, serbia, ['serbia']
warsaw, poland, berlin, germany, ['germany']
warsaw, poland, bern, switzerland, ['counties']
warsaw, poland, bishkek, kyrgyzstan, ['malm']
warsaw, poland, bratislava, slovakia, ['slovakia']
warsaw, poland, brussels, belgium, ['belgium']
warsaw, poland, bucharest, romania, ['romania']
warsaw, poland, budapest, hungary, ['hungary']
warsaw, poland, bujumbura, burundi, ['lippe']
warsaw, poland, cairo, egypt, ['egypt']
warsaw, poland, canberra, australia, ['ireland']
warsaw, poland, caracas, venezuela, ['venezuela']
warsaw, poland, chisinau, moldova, ['rubbery']
warsaw, poland, conakry, guinea, ['capital']
warsaw, poland, copenhagen, denmark, ['greece']
warsaw, poland, dakar, senegal, ['alekhine']
warsaw, poland, damascus, syria, ['byzantine']
yerevan, armenia, zagreb, croatia, ['croatia']
yerevan, armenia, accra, ghana, ['rhine']
yerevan, armenia, algiers, algeria, ['morocco']
yerevan, armenia, amman, jordan, ['jordan']
yerevan, armenia, ankara, turkey, ['morocco']
yerevan, armenia, antananarivo, madagascar, ['sesotho']
yerevan, armenia, asmara, eritrea, ['capital']
yerevan, armenia, astana, kazakhstan, ['almaty']
yerevan, armenia, athens, greece, ['morocco']
yerevan, armenia, baghdad, iraq, ['syria']
yerevan, armenia, baku, azerbaijan, ['azerbaijan']
yerevan, armenia, bamako, mali, ['sovereignty']
yerevan, armenia, bangkok, thailand, ['thailand']
yerevan, armenia, beijing, china, ['morocco']
yerevan, armenia, beirut, lebanon, ['syria']
yerevan, armenia, belgrade, serbia, ['serbia']
yerevan, armenia, berlin, germany, ['germany']
yerevan, armenia, bern, switzerland, ['salzburg']
yerevan, armenia, bishkek, kyrgyzstan, ['morocco']
yerevan, armenia, bratislava, slovakia, ['morocco']
yerevan, armenia, brussels, belgium, ['switzerland']
yerevan, armenia, bucharest, romania, ['romania']
yerevan, armenia, budapest, hungary, ['hungary']
yerevan, armenia, bujumbura, burundi, ['catalonia']
yerevan, armenia, cairo, egypt, ['egypt']
yerevan, armenia, canberra, australia, ['sweden']
yerevan, armenia, caracas, venezuela, ['venezuela']
yerevan, armenia, chisinau, moldova, ['ababa']
yerevan, armenia, conakry, guinea, ['guinea']
yerevan, armenia, copenhagen, denmark, ['denmark']
yerevan, armenia, dakar, senegal, ['senegal']
yerevan, armenia, damascus, syria, ['syria']
yerevan, armenia, dhaka, bangladesh, ['kurdish']
yerevan, armenia, doha, qatar, ['vidmar']
zagreb, croatia, accra, ghana, ['bulgaria']
zagreb, croatia, algiers, algeria, ['algeria']
zagreb, croatia, amman, jordan, ['greece']
zagreb, croatia, ankara, turkey, ['greece']
zagreb, croatia, antananarivo, madagascar, ['galapagos']
zagreb, croatia, asmara, eritrea, ['hyderabad']
zagreb, croatia, astana, kazakhstan, ['almaty']
zagreb, croatia, athens, greece, ['greece']
zagreb, croatia, baghdad, iraq, ['pakistan']
zagreb, croatia, baku, azerbaijan, ['bulgaria']
zagreb, croatia, bamako, mali, ['yugoslavia']
zagreb, croatia, bangkok, thailand, ['thailand']
zagreb, croatia, beijing, china, ['greece']
zagreb, croatia, beirut, lebanon, ['lebanon']
zagreb, croatia, belgrade, serbia, ['serbia']
zagreb, croatia, berlin, germany, ['germany']
zagreb, croatia, bern, switzerland, ['pradesh']
zagreb, croatia, bishkek, kyrgyzstan, ['brunei']
zagreb, croatia, bratislava, slovakia, ['slovakia']
zagreb, croatia, brussels, belgium, ['belgium']
zagreb, croatia, bucharest, romania, ['slovenia']
zagreb, croatia, budapest, hungary, ['hungary']
zagreb, croatia, bujumbura, burundi, ['corrientes']
zagreb, croatia, cairo, egypt, ['greece']
zagreb, croatia, canberra, australia, ['australia']
zagreb, croatia, caracas, venezuela, ['venezuela']
zagreb, croatia, chisinau, moldova, ['pradesh']
zagreb, croatia, conakry, guinea, ['chile']
zagreb, croatia, copenhagen, denmark, ['greece']
zagreb, croatia, dakar, senegal, ['sakharov']
zagreb, croatia, damascus, syria, ['greece']
zagreb, croatia, dhaka, bangladesh, ['bangladesh']
zagreb, croatia, doha, qatar, ['francoist']
zagreb, croatia, dublin, ireland, ['ireland']
algeria, dinar, angola, kwanza, ['telecom']
algeria, dinar, argentina, peso, ['abolished']
algeria, dinar, armenia, dram, ['glycoproteins']
algeria, dinar, brazil, real, ['armory']
algeria, dinar, bulgaria, lev, ['dissolves']
algeria, dinar, cambodia, riel, ['tramway']
algeria, dinar, canada, dollar, ['delaware']
algeria, dinar, croatia, kuna, ['dissolves']
algeria, dinar, denmark, krone, ['mfm']
algeria, dinar, europe, euro, ['power']
algeria, dinar, hungary, forint, ['dissolves']
algeria, dinar, india, rupee, ['bombay']
algeria, dinar, iran, rial, ['saddam']
algeria, dinar, japan, yen, ['frigate']
algeria, dinar, korea, won, ['yamamoto']
algeria, dinar, lithuania, litas, ['upgraded']
algeria, dinar, malaysia, ringgit, ['telecom']
algeria, dinar, mexico, peso, ['springfield']
algeria, dinar, poland, zloty, ['watchers']
algeria, dinar, romania, leu, ['gaseous']
algeria, dinar, russia, ruble, ['ussr']
algeria, dinar, sweden, krona, ['krona']
algeria, dinar, usa, dollar, ['springfield']
algeria, dinar, vietnam, dong, ['missile']
angola, kwanza, argentina, peso, ['buckley']
angola, kwanza, armenia, dram, ['zloty']
angola, kwanza, brazil, real, ['ayatollah']
angola, kwanza, bulgaria, lev, ['giuliani']
angola, kwanza, cambodia, riel, ['straus']
angola, kwanza, canada, dollar, ['brad']
angola, kwanza, croatia, kuna, ['mcmahon']
angola, kwanza, denmark, krone, ['krona']
angola, kwanza, europe, euro, ['sixteenth']
angola, kwanza, hungary, forint, ['mcmahon']
angola, kwanza, india, rupee, ['sixteenth']
angola, kwanza, iran, rial, ['persians']
angola, kwanza, japan, yen, ['replaced']
angola, kwanza, korea, won, ['replaced']
angola, kwanza, lithuania, litas, ['royals']
angola, kwanza, malaysia, ringgit, ['abrahams']
angola, kwanza, mexico, peso, ['anz']
angola, kwanza, poland, zloty, ['arcadius']
angola, kwanza, romania, leu, ['mcmahon']
angola, kwanza, russia, ruble, ['anz']
angola, kwanza, sweden, krona, ['krona']
angola, kwanza, usa, dollar, ['anz']
angola, kwanza, vietnam, dong, ['anz']
angola, kwanza, algeria, dinar, ['dinar']
argentina, peso, armenia, dram, ['hirschfeld']
argentina, peso, brazil, real, ['chilean']
argentina, peso, bulgaria, lev, ['krajina']
argentina, peso, cambodia, riel, ['rouge']
argentina, peso, canada, dollar, ['telecom']
argentina, peso, croatia, kuna, ['enz']
argentina, peso, denmark, krone, ['qing']
argentina, peso, europe, euro, ['transformed']
argentina, peso, hungary, forint, ['overthrow']
argentina, peso, india, rupee, ['bombay']
argentina, peso, iran, rial, ['iranian']
argentina, peso, japan, yen, ['qing']
argentina, peso, korea, won, ['taiwanese']
argentina, peso, lithuania, litas, ['pds']
argentina, peso, malaysia, ringgit, ['yew']
argentina, peso, poland, zloty, ['zaire']
argentina, peso, romania, leu, ['zaire']
argentina, peso, russia, ruble, ['ussr']
argentina, peso, sweden, krona, ['krona']
argentina, peso, usa, dollar, ['muller']
argentina, peso, vietnam, dong, ['geddy']
argentina, peso, algeria, dinar, ['dinar']
argentina, peso, angola, kwanza, ['guinean']
armenia, dram, brazil, real, ['champ']
armenia, dram, bulgaria, lev, ['geostationary']
armenia, dram, cambodia, riel, ['cache']
armenia, dram, canada, dollar, ['champlain']
armenia, dram, croatia, kuna, ['delete']
armenia, dram, denmark, krone, ['capture']
armenia, dram, europe, euro, ['move']
armenia, dram, hungary, forint, ['expandable']
armenia, dram, india, rupee, ['playoffs']
armenia, dram, iran, rial, ['lander']
armenia, dram, japan, yen, ['jet']
armenia, dram, korea, won, ['lander']
armenia, dram, lithuania, litas, ['pleasuredome']
armenia, dram, malaysia, ringgit, ['bradman']
armenia, dram, mexico, peso, ['champlain']
armenia, dram, poland, zloty, ['partitions']
armenia, dram, romania, leu, ['expandable']
armenia, dram, russia, ruble, ['drive']
armenia, dram, sweden, krona, ['expandable']
armenia, dram, usa, dollar, ['aoe']
armenia, dram, vietnam, dong, ['lander']
armenia, dram, algeria, dinar, ['interstellar']
armenia, dram, angola, kwanza, ['bradman']
armenia, dram, argentina, peso, ['steal']
brazil, real, bulgaria, lev, ['truth']
brazil, real, cambodia, riel, ['viewing']
brazil, real, canada, dollar, ['given']
brazil, real, croatia, kuna, ['closure']
brazil, real, denmark, krone, ['given']
brazil, real, europe, euro, ['time']
brazil, real, hungary, forint, ['set']
brazil, real, india, rupee, ['time']
brazil, real, iran, rial, ['given']
brazil, real, japan, yen, ['time']
brazil, real, korea, won, ['defined']
brazil, real, lithuania, litas, ['set']
brazil, real, malaysia, ringgit, ['adaptive']
brazil, real, mexico, peso, ['simply']
brazil, real, poland, zloty, ['thus']
brazil, real, romania, leu, ['negative']
brazil, real, russia, ruble, ['thus']
brazil, real, sweden, krona, ['given']
brazil, real, usa, dollar, ['new']
brazil, real, vietnam, dong, ['shot']
brazil, real, algeria, dinar, ['imaginary']
brazil, real, angola, kwanza, ['arithmetic']
brazil, real, argentina, peso, ['set']
brazil, real, armenia, dram, ['infinity']
bulgaria, lev, cambodia, riel, ['chen']
bulgaria, lev, canada, dollar, ['christopher']
bulgaria, lev, croatia, kuna, ['vygotsky']
bulgaria, lev, denmark, krone, ['erik']
bulgaria, lev, europe, euro, ['onwards']
bulgaria, lev, hungary, forint, ['bgn']
bulgaria, lev, india, rupee, ['indian']
bulgaria, lev, iran, rial, ['lomax']
bulgaria, lev, japan, yen, ['walken']
bulgaria, lev, korea, won, ['vietnamese']
bulgaria, lev, lithuania, litas, ['petrovich']
bulgaria, lev, malaysia, ringgit, ['lipi']
bulgaria, lev, mexico, peso, ['nuevo']
bulgaria, lev, poland, zloty, ['bgn']
bulgaria, lev, romania, leu, ['petrovich']
bulgaria, lev, russia, ruble, ['petrovich']
bulgaria, lev, sweden, krona, ['mortier']
bulgaria, lev, usa, dollar, ['yates']
bulgaria, lev, vietnam, dong, ['remick']
bulgaria, lev, algeria, dinar, ['aleksey']
bulgaria, lev, angola, kwanza, ['annabel']
bulgaria, lev, argentina, peso, ['javier']
bulgaria, lev, armenia, dram, ['aleksey']
bulgaria, lev, brazil, real, ['walken']
cambodia, riel, canada, dollar, ['ontario']
cambodia, riel, croatia, kuna, ['archduke']
cambodia, riel, denmark, krone, ['pasteur']
cambodia, riel, europe, euro, ['louis']
cambodia, riel, hungary, forint, ['archduke']
cambodia, riel, india, rupee, ['drake']
cambodia, riel, iran, rial, ['landed']
cambodia, riel, japan, yen, ['louis']
cambodia, riel, korea, won, ['drake']
cambodia, riel, lithuania, litas, ['decisively']
cambodia, riel, malaysia, ringgit, ['drake']
cambodia, riel, mexico, peso, ['louis']
cambodia, riel, poland, zloty, ['ferdinand']
cambodia, riel, romania, leu, ['couturat']
cambodia, riel, russia, ruble, ['ferdinand']
cambodia, riel, sweden, krona, ['louis']
cambodia, riel, usa, dollar, ['windsor']
cambodia, riel, vietnam, dong, ['expedition']
cambodia, riel, algeria, dinar, ['couturat']
cambodia, riel, angola, kwanza, ['juan']
cambodia, riel, argentina, peso, ['gide']
cambodia, riel, armenia, dram, ['agassiz']
cambodia, riel, brazil, real, ['juan']
cambodia, riel, bulgaria, lev, ['drake']
canada, dollar, croatia, kuna, ['mechagodzilla']
canada, dollar, denmark, krone, ['kai']
canada, dollar, europe, euro, ['coins']
canada, dollar, hungary, forint, ['larsen']
canada, dollar, india, rupee, ['expenditures']
canada, dollar, iran, rial, ['dll']
canada, dollar, japan, yen, ['expenditures']
canada, dollar, korea, won, ['kuan']
canada, dollar, lithuania, litas, ['litas']
canada, dollar, malaysia, ringgit, ['multimillion']
canada, dollar, mexico, peso, ['peso']
canada, dollar, poland, zloty, ['jehoram']
canada, dollar, romania, leu, ['mechagodzilla']
canada, dollar, russia, ruble, ['tsarist']
canada, dollar, sweden, krona, ['krona']
canada, dollar, vietnam, dong, ['kuan']
canada, dollar, algeria, dinar, ['algerian']
canada, dollar, angola, kwanza, ['multimillion']
canada, dollar, argentina, peso, ['denominated']
canada, dollar, armenia, dram, ['printable']
canada, dollar, brazil, real, ['colombia']
canada, dollar, bulgaria, lev, ['karloff']
canada, dollar, cambodia, riel, ['donkey']
croatia, kuna, denmark, krone, ['krona']
croatia, kuna, europe, euro, ['vdc']
croatia, kuna, hungary, forint, ['krona']
croatia, kuna, india, rupee, ['pesos']
croatia, kuna, iran, rial, ['dinars']
croatia, kuna, japan, yen, ['vdc']
croatia, kuna, korea, won, ['vdc']
croatia, kuna, lithuania, litas, ['krona']
croatia, kuna, malaysia, ringgit, ['vdc']
croatia, kuna, mexico, peso, ['leeuwarden']
croatia, kuna, poland, zloty, ['thunderbolt']
croatia, kuna, romania, leu, ['christiane']
croatia, kuna, russia, ruble, ['iz']
croatia, kuna, sweden, krona, ['krona']
croatia, kuna, usa, dollar, ['centimes']
croatia, kuna, vietnam, dong, ['bombers']
croatia, kuna, algeria, dinar, ['googol']
croatia, kuna, angola, kwanza, ['dinars']
croatia, kuna, argentina, peso, ['mirage']
croatia, kuna, armenia, dram, ['xchat']
croatia, kuna, brazil, real, ['pesos']
croatia, kuna, bulgaria, lev, ['fdi']
croatia, kuna, cambodia, riel, ['storeroom']
croatia, kuna, canada, dollar, ['vdc']
denmark, krone, europe, euro, ['jewry']
denmark, krone, hungary, forint, ['bau']
denmark, krone, india, rupee, ['rupee']
denmark, krone, iran, rial, ['measles']
denmark, krone, japan, yen, ['shogun']
denmark, krone, korea, won, ['seoul']
denmark, krone, lithuania, litas, ['invader']
denmark, krone, malaysia, ringgit, ['capitalisation']
denmark, krone, mexico, peso, ['asin']
denmark, krone, poland, zloty, ['diels']
denmark, krone, romania, leu, ['ioan']
denmark, krone, russia, ruble, ['ruble']
denmark, krone, sweden, krona, ['krona']
denmark, krone, usa, dollar, ['abingdon']
denmark, krone, vietnam, dong, ['camels']
denmark, krone, algeria, dinar, ['blubba']
denmark, krone, angola, kwanza, ['allocricetulus']
denmark, krone, argentina, peso, ['ophthalmologist']
denmark, krone, armenia, dram, ['azeri']
denmark, krone, brazil, real, ['neuroscientist']
denmark, krone, bulgaria, lev, ['belarusian']
denmark, krone, cambodia, riel, ['blubba']
denmark, krone, canada, dollar, ['ontario']
denmark, krone, croatia, kuna, ['mim']
europe, euro, hungary, forint, ['heil']
europe, euro, india, rupee, ['bombay']
europe, euro, iran, rial, ['eur']
europe, euro, japan, yen, ['currency']
europe, euro, korea, won, ['roc']
europe, euro, lithuania, litas, ['litas']
europe, euro, malaysia, ringgit, ['peso']
europe, euro, mexico, peso, ['peso']
europe, euro, poland, zloty, ['heil']
europe, euro, romania, leu, ['heil']
europe, euro, russia, ruble, ['proclamation']
europe, euro, sweden, krona, ['tn']
europe, euro, usa, dollar, ['canton']
europe, euro, vietnam, dong, ['zimbabwean']
europe, euro, algeria, dinar, ['santamaria']
europe, euro, angola, kwanza, ['burundian']
europe, euro, argentina, peso, ['peso']
europe, euro, armenia, dram, ['mindaugas']
europe, euro, brazil, real, ['bolivian']
europe, euro, bulgaria, lev, ['moldova']
europe, euro, cambodia, riel, ['larsen']
europe, euro, canada, dollar, ['dollar']
europe, euro, croatia, kuna, ['adp']
europe, euro, denmark, krone, ['krone']
hungary, forint, india, rupee, ['lafon']
hungary, forint, iran, rial, ['rial']
hungary, forint, japan, yen, ['laomedon']
hungary, forint, korea, won, ['gwen']
hungary, forint, lithuania, litas, ['guebuza']
hungary, forint, malaysia, ringgit, ['confides']
hungary, forint, mexico, peso, ['simeone']
hungary, forint, poland, zloty, ['anacletus']
hungary, forint, romania, leu, ['mutharika']
hungary, forint, russia, ruble, ['yelena']
hungary, forint, sweden, krona, ['balrog']
hungary, forint, usa, dollar, ['peotone']
hungary, forint, vietnam, dong, ['judaeos']
hungary, forint, algeria, dinar, ['cronje']
hungary, forint, angola, kwanza, ['mcginnis']
hungary, forint, argentina, peso, ['simeone']
hungary, forint, armenia, dram, ['psv']
hungary, forint, brazil, real, ['jeunesse']
hungary, forint, bulgaria, lev, ['shirov']
hungary, forint, cambodia, riel, ['glavlit']
hungary, forint, canada, dollar, ['peotone']
hungary, forint, croatia, kuna, ['herrn']
hungary, forint, denmark, krone, ['shimbun']
hungary, forint, europe, euro, ['parallelizable']
india, rupee, iran, rial, ['westernization']
india, rupee, japan, yen, ['capitalisation']
india, rupee, korea, won, ['arya']
india, rupee, lithuania, litas, ['landsbergis']
india, rupee, malaysia, ringgit, ['gault']
india, rupee, mexico, peso, ['lacey']
india, rupee, poland, zloty, ['khanate']
india, rupee, romania, leu, ['nesbitt']
india, rupee, russia, ruble, ['yelena']
india, rupee, sweden, krona, ['responders']
india, rupee, usa, dollar, ['carly']
india, rupee, vietnam, dong, ['symbionese']
india, rupee, algeria, dinar, ['readjustment']
india, rupee, angola, kwanza, ['cruciger']
india, rupee, argentina, peso, ['lacey']
india, rupee, armenia, dram, ['astoundingly']
india, rupee, brazil, real, ['lacey']
india, rupee, bulgaria, lev, ['khanate']
india, rupee, cambodia, riel, ['nesbitt']
india, rupee, canada, dollar, ['northland']
india, rupee, croatia, kuna, ['quicksand']
india, rupee, denmark, krone, ['smoot']
india, rupee, europe, euro, ['nonaligned']
india, rupee, hungary, forint, ['macmullen']
iran, rial, japan, yen, ['cuckoos']
iran, rial, korea, won, ['eunos']
iran, rial, lithuania, litas, ['vytautas']
iran, rial, malaysia, ringgit, ['turbos']
iran, rial, mexico, peso, ['monterrey']
iran, rial, poland, zloty, ['khanomtom']
iran, rial, romania, leu, ['mazurka']
iran, rial, russia, ruble, ['yelena']
iran, rial, sweden, krona, ['ginzberg']
iran, rial, usa, dollar, ['chivas']
iran, rial, vietnam, dong, ['cooder']
iran, rial, algeria, dinar, ['disheveled']
iran, rial, angola, kwanza, ['allocricetulus']
iran, rial, argentina, peso, ['tamaulipas']
iran, rial, armenia, dram, ['candice']
iran, rial, brazil, real, ['chateaubriand']
iran, rial, bulgaria, lev, ['backwaters']
iran, rial, cambodia, riel, ['beals']
iran, rial, canada, dollar, ['ontario']
iran, rial, croatia, kuna, ['orel']
iran, rial, denmark, krone, ['valyria']
iran, rial, europe, euro, ['ashkenazim']
iran, rial, hungary, forint, ['scriabin']
iran, rial, india, rupee, ['demotic']
japan, yen, korea, won, ['seung']
japan, yen, lithuania, litas, ['ezer']
japan, yen, malaysia, ringgit, ['sheng']
japan, yen, mexico, peso, ['atzma']
japan, yen, poland, zloty, ['aw']
japan, yen, romania, leu, ['ezer']
japan, yen, russia, ruble, ['ilya']
japan, yen, sweden, krona, ['bao']
japan, yen, usa, dollar, ['batsford']
japan, yen, vietnam, dong, ['nigel']
japan, yen, algeria, dinar, ['lem']
japan, yen, angola, kwanza, ['osz']
japan, yen, argentina, peso, ['osz']
japan, yen, armenia, dram, ['lem']
japan, yen, brazil, real, ['czes']
japan, yen, bulgaria, lev, ['downer']
japan, yen, cambodia, riel, ['bao']
japan, yen, canada, dollar, ['herald']
japan, yen, croatia, kuna, ['franti']
japan, yen, denmark, krone, ['bao']
japan, yen, europe, euro, ['attracts']
japan, yen, hungary, forint, ['chia']
japan, yen, india, rupee, ['wang']
japan, yen, iran, rial, ['bao']
korea, won, lithuania, litas, ['win']
korea, won, malaysia, ringgit, ['challenge']
korea, won, mexico, peso, ['win']
korea, won, poland, zloty, ['win']
korea, won, romania, leu, ['fa']
korea, won, russia, ruble, ['lost']
korea, won, sweden, krona, ['winner']
korea, won, usa, dollar, ['club']
korea, won, vietnam, dong, ['victories']
korea, won, algeria, dinar, ['finals']
korea, won, angola, kwanza, ['winning']
korea, won, argentina, peso, ['win']
korea, won, armenia, dram, ['acclaim']
korea, won, brazil, real, ['win']
korea, won, bulgaria, lev, ['confidence']
korea, won, cambodia, riel, ['victories']
korea, won, canada, dollar, ['record']
korea, won, croatia, kuna, ['seats']
korea, won, denmark, krone, ['wins']
korea, won, europe, euro, ['lost']
korea, won, hungary, forint, ['win']
korea, won, india, rupee, ['lost']
korea, won, iran, rial, ['received']
korea, won, japan, yen, ['win']
lithuania, litas, malaysia, ringgit, ['chee']
lithuania, litas, mexico, peso, ['acapulco']
lithuania, litas, poland, zloty, ['gokturk']
lithuania, litas, romania, leu, ['tsiolkovsky']
lithuania, litas, russia, ruble, ['gokturk']
lithuania, litas, sweden, krona, ['krona']
lithuania, litas, usa, dollar, ['peotone']
lithuania, litas, vietnam, dong, ['midnight']
lithuania, litas, algeria, dinar, ['kronor']
lithuania, litas, angola, kwanza, ['sinitic']
lithuania, litas, argentina, peso, ['kt']
lithuania, litas, armenia, dram, ['srg']
lithuania, litas, brazil, real, ['hectare']
lithuania, litas, bulgaria, lev, ['larissa']
lithuania, litas, cambodia, riel, ['dll']
lithuania, litas, canada, dollar, ['beltane']
lithuania, litas, croatia, kuna, ['xxix']
lithuania, litas, denmark, krone, ['krona']
lithuania, litas, europe, euro, ['coins']
lithuania, litas, hungary, forint, ['gokturk']
lithuania, litas, india, rupee, ['bombay']
lithuania, litas, iran, rial, ['hedeby']
lithuania, litas, japan, yen, ['tenn']
lithuania, litas, korea, won, ['dll']
malaysia, ringgit, mexico, peso, ['chino']
malaysia, ringgit, poland, zloty, ['disputation']
malaysia, ringgit, romania, leu, ['koktebel']
malaysia, ringgit, russia, ruble, ['disputation']
malaysia, ringgit, sweden, krona, ['newstead']
malaysia, ringgit, usa, dollar, ['newstead']
malaysia, ringgit, vietnam, dong, ['jarrow']
