athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria']
canberra, australia, ljubljana, slovenia, ['slovenia', 'moo', 'pentecostals', 'albinism', 'slavonia']
canberra, australia, london, england, ['america', 'with', 'world', 's', 'st']
canberra, australia, luanda, angola, ['indonesia', 'angola', 'indonesian', 'korea', 'philippines']
canberra, australia, lusaka, zambia, ['cooperate', 'grapple', 'comply', 'msn', 'lvl']
canberra, australia, madrid, spain, ['tours', 'spain', 's', 'visit', 'america']
canberra, australia, managua, nicaragua, ['mexico', 'neighbouring', 'mercedes', 'conquered', 'indonesia']
canberra, australia, manama, bahrain, ['arabia', 'saudi', 'albania', 'morocco', 'brazil']
canberra, australia, manila, philippines, ['philippines', 'thailand', 'singapore', 'pakistan', 'korea']
canberra, australia, maputo, mozambique, ['wernicke', 'zoe', 'yakko', 'erica', 'manar']
caracas, venezuela, chisinau, moldova, ['gabon', 'rubbery', 'eritrea', 'moldova', 'ababa']
caracas, venezuela, conakry, guinea, ['guinea', 'administrative', 'equatorial', 'capital', 'gabon']
caracas, venezuela, copenhagen, denmark, ['greece', 'denmark', 'belgium', 'ethiopia', 'liechtenstein']
caracas, venezuela, dakar, senegal, ['ren', 'senegal', 'ing', 'rally', 'santer']
caracas, venezuela, damascus, syria, ['syria', 'antony', 'greece', 'china', 'aram']
caracas, venezuela, dhaka, bangladesh, ['qinghai', 'chiba', 'tsinghua', 'tigray', 'maharashtra']
caracas, venezuela, doha, qatar, ['stater', 'seceded', 'autographs', 'ruffians', 'fairford']
caracas, venezuela, dublin, ireland, ['counties', 'cork', 'ireland', 'county', 'northern']
caracas, venezuela, gaborone, botswana, ['detmold', 'kindia', 'busan', 'transept', 'obock']
caracas, venezuela, georgetown, guyana, ['california', 'mexico', 'fresno', 'tulare', 'texas']
caracas, venezuela, hanoi, vietnam, ['turkey', 'toured', 'thailand', 'laos', 'uruguay']
caracas, venezuela, harare, zimbabwe, ['bebox', 'blueberry', 'laomedon', 'iicx', 'zentropa']
caracas, venezuela, havana, cuba, ['cuba', 'cuban', 'equatorial', 'guinea', 'mexico']
caracas, venezuela, helsinki, finland, ['china', 'belgium', 'taiwan', 'armenia', 'djibouti']
caracas, venezuela, islamabad, pakistan, ['pakistan', 'libya', 'somalia', 'indonesia', 'ethiopia']
caracas, venezuela, jakarta, indonesia, ['indonesia', 'mexico', 'cuba', 'china', 'republic']
caracas, venezuela, kabul, afghanistan, ['afghanistan', 'china', 'egypt', 'withdrew', 'italy']
caracas, venezuela, kathmandu, nepal, ['highway', 'kryptonite', 'adaptor', 'suez', 'separates']
caracas, venezuela, khartoum, sudan, ['sudan', 'cambodia', 'diplomatic', 'ethiopia', 'nigeria']
caracas, venezuela, kiev, ukraine, ['ussr', 'tsar', 'siberia', 'leo', 'ukraine']
caracas, venezuela, kingston, jamaica, ['jamaica', 'taggart', 'prc', 'kong', 'mainland']
caracas, venezuela, libreville, gabon, ['stockhausen', 'karlheinz', 'gaule', 'kalmykia', 'suyu']
caracas, venezuela, lilongwe, malawi, ['phine', 'latd', 'gomes', 'segovia', 'buyoya']
caracas, venezuela, lima, peru, ['peru', 'peruvian', 'chile', 'colombia', 'cuba']
caracas, venezuela, lisbon, portugal, ['portugal', 'spain', 'ecuador', 'france', 'belgium']
caracas, venezuela, ljubljana, slovenia, ['slovenia', 'novak', 'romania', 'hyun', 'barium']
caracas, venezuela, london, england, ['new', 'york', 'with', 'from', 'britain']
caracas, venezuela, luanda, angola, ['angola', 'macau', 'bits', 'kong', 'mainland']
caracas, venezuela, lusaka, zambia, ['gina', 'gunther', 'della', 'istria', 'allemande']
caracas, venezuela, madrid, spain, ['spain', 'france', 'francisco', 'chile', 'argentina']
caracas, venezuela, managua, nicaragua, ['joaqu', 'sebasti', 'peso', 'jos', 'mexico']
caracas, venezuela, manama, bahrain, ['morocco', 'ethiopia', 'somalia', 'chad', 'argentina']
caracas, venezuela, manila, philippines, ['philippines', 'xi', 'thailand', 'vietnam', 'korea']
caracas, venezuela, maputo, mozambique, ['bogota', 'lechuck', 'bochnia', 'simeone', 'ppb']
caracas, venezuela, minsk, belarus, ['thrace', 'cambodia', 'china', 'equatorial', 'libya']
chisinau, moldova, conakry, guinea, ['colombia', 'guinea', 'ecuador', 'provinces', 'equatorial']
chisinau, moldova, copenhagen, denmark, ['greece', 'bulgaria', 'montenegro', 's', 'has']
chisinau, moldova, dakar, senegal, ['bulgaria', 'sartre', 'descartes', 'ren', 'benito']
chisinau, moldova, damascus, syria, ['montenegro', 'greece', 'serbia', 'macedonia', 'ethiopian']
chisinau, moldova, dhaka, bangladesh, ['albania', 'montenegro', 'kazakhstan', 'mongolia', 'mozambique']
chisinau, moldova, doha, qatar, ['romania', 'sparta', 'norway', 'russia', 'charing']
chisinau, moldova, dublin, ireland, ['ireland', 'part', 'city', 'also', 'montenegro']
chisinau, moldova, gaborone, botswana, ['macedonia', 'provinces', 'serbia', 'bulgaria', 'albania']
chisinau, moldova, georgetown, guyana, ['brazil', 'us', 'zero', 'five', 'six']
chisinau, moldova, hanoi, vietnam, ['montenegro', 'serbia', 'turkey', 'laos', 'toured']
chisinau, moldova, harare, zimbabwe, ['nimzowitsch', 'funimation', 'bebox', 'backbone', 'colecovision']
chisinau, moldova, havana, cuba, ['cuba', 'cuban', 'colombia', 'begun', 'eritrea']
chisinau, moldova, helsinki, finland, ['montenegro', 'finland', 'anthem', 'serbia', 'bulgaria']
chisinau, moldova, islamabad, pakistan, ['libya', 'montenegro', 'pakistan', 'mtv', 'morocco']
chisinau, moldova, jakarta, indonesia, ['montenegro', 'mozambique', 'albania', 'bulgaria', 'ecuador']
chisinau, moldova, kabul, afghanistan, ['bulgaria', 'egypt', 'afghanistan', 'greece', 'china']
chisinau, moldova, kathmandu, nepal, ['fm', 'serbia', 'montenegro', 'eritrean', 'radio']
chisinau, moldova, khartoum, sudan, ['sudan', 'libya', 'montenegro', 'macedonia', 'cambodia']
chisinau, moldova, kiev, ukraine, ['tsar', 'russia', 'tolstoy', 'serbia', 'leo']
chisinau, moldova, kingston, jamaica, ['montenegro', 'jamaica', 's', 'frankenstein', 'principality']
chisinau, moldova, libreville, gabon, ['stockhausen', 'karlheinz', 'reichswehr', 'montenegro', 'anatole']
chisinau, moldova, lilongwe, malawi, ['umno', 'montenegro', 'mozambique', 'ecuador', 'portillo']
chisinau, moldova, lima, peru, ['colombia', 'peru', 'ecuador', 'cuba', 'bolivia']
chisinau, moldova, lisbon, portugal, ['ecuador', 'montenegro', 'inhabitants', 'devoted', 'bolivia']
chisinau, moldova, ljubljana, slovenia, ['slovenia', 'bulgaria', 'montenegro', 'bolivia', 'romania']
chisinau, moldova, london, england, ['world', 's', 'later', 'america', 'zero']
chisinau, moldova, luanda, angola, ['mozambique', 'angola', 'ecuador', 'colombia', 'archipelago']
chisinau, moldova, lusaka, zambia, ['montenegro', 'serbia', 'bulgaria', 'romania', 'bolivia']
chisinau, moldova, madrid, spain, ['tour', 'spain', 'tours', 'ecuador', 's']
chisinau, moldova, managua, nicaragua, ['colombia', 'mongolia', 'bella', 'cuba', 'morocco']
chisinau, moldova, manama, bahrain, ['albania', 'morocco', 'bulgaria', 'macedonia', 'mozambique']
chisinau, moldova, manila, philippines, ['montenegro', 'am', 'anthem', 'philippines', 'serbia']
chisinau, moldova, maputo, mozambique, ['lechuck', 'montenegro', 'pizarro', 'portillo', 'taya']
chisinau, moldova, minsk, belarus, ['bulgaria', 'macedonia', 'serbia', 'montenegro', 'libya']
chisinau, moldova, mogadishu, somalia, ['serbia', 'montenegro', 'bulgaria', 'greece', 'sparta']
conakry, guinea, copenhagen, denmark, ['greece', 'bulgaria', 'albania', 'denmark', 'alexandria']
conakry, guinea, dakar, senegal, ['mali', 'kamenev', 'senegal', 'sartre', 'donner']
conakry, guinea, damascus, syria, ['albania', 'afghanistan', 'alexandria', 'egypt', 'mccarthy']
conakry, guinea, dhaka, bangladesh, ['dagestan', 'kristianstad', 'bangladesh', 'militaries', 'albania']
conakry, guinea, doha, qatar, ['charing', 'corvinus', 'ukraine', 'beaker', 'missoula']
conakry, guinea, dublin, ireland, ['ireland', 'georgia', 'northern', 'southern', 'papua']
conakry, guinea, gaborone, botswana, ['manatee', 'bakassi', 'faranah', 'yemen', 'chungcheong']
conakry, guinea, georgetown, guyana, ['georgia', 'mali', 'liberia', 'arkansas', 'usa']
conakry, guinea, hanoi, vietnam, ['turkey', 'contra', 'mesopotamia', 'albania', 'azerbaijan']
conakry, guinea, harare, zimbabwe, ['adema', 'basutoland', 'soylent', 'aldington', 'mbasogo']
conakry, guinea, havana, cuba, ['cuba', 'cuban', 'cameroon', 'moldova', 'algeria']
conakry, guinea, helsinki, finland, ['georgia', 'cameroon', 'albania', 'moldova', 'finland']
conakry, guinea, islamabad, pakistan, ['algeria', 'pakistan', 'bangladesh', 'lahore', 'libya']
conakry, guinea, jakarta, indonesia, ['mozambique', 'albania', 'cameroon', 'malawi', 'chad']
conakry, guinea, kabul, afghanistan, ['afghanistan', 'egypt', 'chad', 'bulgaria', 'albania']
conakry, guinea, kathmandu, nepal, ['northwestern', 'indus', 'georgia', 'abkhazia', 'northeastern']
conakry, guinea, khartoum, sudan, ['sudan', 'cameroon', 'nigeria', 'chad', 'niger']
conakry, guinea, kiev, ukraine, ['ukraine', 'ussr', 'russia', 'tsar', 'romania']
conakry, guinea, kingston, jamaica, ['jamaica', 'malawi', 'himachal', 'cornish', 'grenada']
conakry, guinea, libreville, gabon, ['misheard', 'metamath', 'adema', 'corvinus', 'niger']
conakry, guinea, lilongwe, malawi, ['malawi', 'adema', 'blantyre', 'gamsakhurdia', 'transkei']
conakry, guinea, lima, peru, ['peru', 'venezuela', 'colombia', 'brazil', 'cuba']
conakry, guinea, lisbon, portugal, ['algeria', 'cameroon', 'mali', 'inhabitants', 'himachal']
conakry, guinea, ljubljana, slovenia, ['hrvatske', 'slovenia', 'niger', 'corvinus', 'shackleton']
conakry, guinea, london, england, ['america', 'history', 'new', 'david', 'references']
conakry, guinea, luanda, angola, ['angola', 'mozambique', 'indonesian', 'grenada', 'madagascar']
conakry, guinea, lusaka, zambia, ['czechoslovakia', 'romania', 'transylvania', 'nigeria', 'slovenia']
conakry, guinea, madrid, spain, ['cape', 'mozambique', 'spain', 'algeria', 'gandhi']
conakry, guinea, managua, nicaragua, ['sadr', 'algeria', 'galicia', 'czechs', 'congo']
conakry, guinea, manama, bahrain, ['chad', 'albania', 'algeria', 'cameroon', 'morocco']
conakry, guinea, manila, philippines, ['philippines', 'bangladesh', 'montenegro', 'nepal', 'minimi']
conakry, guinea, maputo, mozambique, ['bakassi', 'maaouya', 'nowy', 'acetyl', 'abkhazia']
conakry, guinea, minsk, belarus, ['cameroon', 'nigeria', 'albania', 'bulgaria', 'belarus']
conakry, guinea, mogadishu, somalia, ['hrvatske', 'militaries', 'purbo', 'botanists', 'novas']
conakry, guinea, monrovia, liberia, ['liberia', 'pradesh', 'himachal', 'arkansas', 'clinton']
copenhagen, denmark, dakar, senegal, ['senegal', 'normandie', 'castilla', 'italiana', 'czechoslovakia']
copenhagen, denmark, damascus, syria, ['italy', 'persia', 'austria', 'invaded', 'annexed']
copenhagen, denmark, dhaka, bangladesh, ['ticino', 'baekje', 'innsbruck', 'francoist', 'qinghai']
copenhagen, denmark, doha, qatar, ['metaphase', 'pontus', 'stater', 'margrethe', 'dogra']
copenhagen, denmark, dublin, ireland, ['ireland', 'northern', 'kingdom', 'southern', 'navarre']
copenhagen, denmark, gaborone, botswana, ['sicilia', 'kindia', 'manitou', 'luzon', 'faranah']
copenhagen, denmark, georgetown, guyana, ['lotharingia', 'fresno', 'aran', 'norwegian', 'rdoba']
copenhagen, denmark, hanoi, vietnam, ['pontus', 'turkey', 'norway', 'scandinavia', 'spruce']
copenhagen, denmark, harare, zimbabwe, ['bebox', 'tamburlaine', 'eemian', 'frs', 'dss']
copenhagen, denmark, havana, cuba, ['cuba', 'spain', 'guinea', 'cuban', 'mexico']
copenhagen, denmark, helsinki, finland, ['finland', 'norway', 'switzerland', 'sweden', 'netherlands']
copenhagen, denmark, islamabad, pakistan, ['portugal', 'sahara', 'petsamo', 'mtv', 'spain']
copenhagen, denmark, jakarta, indonesia, ['limburg', 'finland', 'mozambique', 'mexico', 'indonesia']
copenhagen, denmark, kabul, afghanistan, ['italy', 'rhineland', 'afghan', 'spain', 'occupied']
copenhagen, denmark, kathmandu, nepal, ['metaphase', 'scandinavia', 'alsace', 'fe', 'blockers']
copenhagen, denmark, khartoum, sudan, ['sudan', 'switzerland', 'norway', 'portugal', 'senegal']
copenhagen, denmark, kiev, ukraine, ['alsace', 'maximilian', 'norway', 'scandinavia', 'ukraine']
copenhagen, denmark, kingston, jamaica, ['flora', 'jamaica', 'commonwealth', 'austria', 'netherlands']
copenhagen, denmark, libreville, gabon, ['amorite', 'sicilia', 'anatole', 'bonin', 'lavandula']
copenhagen, denmark, lilongwe, malawi, ['infanta', 'tamandua', 'galeazzo', 'heiberg', 'dnestr']
copenhagen, denmark, lima, peru, ['pontus', 'peru', 'alder', 'chile', 'cuba']
copenhagen, denmark, lisbon, portugal, ['portugal', 'spain', 'navarre', 'italy', 'austria']
copenhagen, denmark, ljubljana, slovenia, ['vinny', 'honshu', 'slovenia', 'castilla', 'trondheim']
copenhagen, denmark, london, england, ['kingdom', 'britain', 'ireland', 'france', 'scotland']
copenhagen, denmark, luanda, angola, ['islands', 'malagasy', 'kerguelen', 'mozambique', 'angola']
copenhagen, denmark, lusaka, zambia, ['sicilia', 'litovsk', 'gina', 'switzerland', 'francesca']
copenhagen, denmark, madrid, spain, ['spain', 'france', 'italy', 'portugal', 'spanish']
copenhagen, denmark, managua, nicaragua, ['galicia', 'pontus', 'prosciutto', 'hbf', 'sicilia']
copenhagen, denmark, manama, bahrain, ['pontus', 'dnestr', 'aceh', 'finland', 'athabaskan']
copenhagen, denmark, manila, philippines, ['philippines', 'metaphase', 'norway', 'westeros', 'portugal']
copenhagen, denmark, maputo, mozambique, ['tamandua', 'xiang', 'prosciutto', 'adamawa', 'kul']
copenhagen, denmark, minsk, belarus, ['scandinavia', 'galicia', 'rhineland', 'italy', 'switzerland']
copenhagen, denmark, mogadishu, somalia, ['norway', 'arbitrators', 'scandinavia', 'sicilia', 'surinam']
copenhagen, denmark, monrovia, liberia, ['oldenburg', 'bahamas', 'weimar', 'cuba', 'isambard']
copenhagen, denmark, montevideo, uruguay, ['signed', 'pontus', 'signing', 'treaty', 'anzus']
dakar, senegal, damascus, syria, ['syria', 'saudi', 'arabia', 'aram', 'peninsula']
dakar, senegal, dhaka, bangladesh, ['gwangju', 'tipperary', 'frisia', 'fingal', 'kent']
dakar, senegal, doha, qatar, ['ruffians', 'aqaba', 'cambay', 'withdraws', 'azov']
dakar, senegal, dublin, ireland, ['ireland', 'northern', 'kent', 'counties', 'wales']
dakar, senegal, gaborone, botswana, ['lissodelphis', 'manitou', 'platte', 'tipperary', 'chungcheong']
dakar, senegal, georgetown, guyana, ['grants', 'regina', 'yukon', 'mississippi', 'chungcheong']
dakar, senegal, hanoi, vietnam, ['turkmenistan', 'turkey', 'zmir', 'contra', 'arabia']
dakar, senegal, harare, zimbabwe, ['bebox', 'urchin', 'exe', 'parris', 'madura']
dakar, senegal, havana, cuba, ['cuba', 'guinea', 'nigeria', 'madeira', 'nicaragua']
dakar, senegal, helsinki, finland, ['greenland', 'borders', 'georgia', 'armenia', 'adriatic']
dakar, senegal, islamabad, pakistan, ['madeira', 'pakistan', 'somalia', 'timor', 'libya']
dakar, senegal, jakarta, indonesia, ['bahrain', 'gulf', 'indonesia', 'chungcheong', 'amazon']
dakar, senegal, kabul, afghanistan, ['jordan', 'syria', 'euphrates', 'aqaba', 'river']
dakar, senegal, kathmandu, nepal, ['aqaba', 'caspian', 'arabia', 'separates', 'kent']
dakar, senegal, khartoum, sudan, ['sudan', 'nigeria', 'niger', 'arabia', 'aqaba']
dakar, senegal, kiev, ukraine, ['yukon', 'caspian', 'arabia', 'epirus', 'withdraws']
dakar, senegal, kingston, jamaica, ['cornwall', 'jamaica', 'wales', 'madeira', 'strait']
dakar, senegal, libreville, gabon, ['amorite', 'bonin', 'paracel', 'parris', 'penrhyn']
dakar, senegal, lilongwe, malawi, ['lipotes', 'ronstadt', 'friesland', 'fermanagh', 'kiribati']
dakar, senegal, lima, peru, ['peru', 'arabia', 'venezuela', 'saudi', 'amazon']
dakar, senegal, lisbon, portugal, ['madeira', 'portugal', 'basin', 'morocco', 'geography']
dakar, senegal, ljubljana, slovenia, ['vojvodina', 'slovenia', 'tripolitania', 'hrvatske', 'niger']
dakar, senegal, london, england, ['ireland', 'scotland', 'kingdom', 'wales', 'northern']
dakar, senegal, luanda, angola, ['angola', 'islands', 'island', 'madeira', 'amazon']
dakar, senegal, lusaka, zambia, ['istria', 'ronstadt', 'nigeria', 'cyrenaica', 'cui']
dakar, senegal, madrid, spain, ['islands', 'spain', 'coast', 'island', 'west']
dakar, senegal, managua, nicaragua, ['lissodelphis', 'ruffians', 'daniele', 'wicklow', 'nicaragua']
dakar, senegal, manama, bahrain, ['aqaba', 'gulf', 'caspian', 'tipperary', 'bahrain']
dakar, senegal, manila, philippines, ['aqaba', 'philippines', 'gulf', 'keeling', 'wi']
dakar, senegal, maputo, mozambique, ['mahor', 'trnc', 'lechuck', 'delgado', 'bochnia']
dakar, senegal, minsk, belarus, ['nigeria', 'sierra', 'morocco', 'cambodia', 'arabia']
dakar, senegal, mogadishu, somalia, ['sesotho', 'vojvodina', 'wessex', 'santorini', 'cricketers']
dakar, senegal, monrovia, liberia, ['liberia', 'arabia', 'kuwait', 'bahrain', 'saudi']
dakar, senegal, montevideo, uruguay, ['uruguay', 'turkmenistan', 'anzus', 'ban', 'arabia']
dakar, senegal, moscow, russia, ['borders', 'russia', 'northern', 'finland', 'border']
damascus, syria, dhaka, bangladesh, ['ansar', 'psychometrics', 'asdb', 'norwalk', 'anhui']
damascus, syria, doha, qatar, ['trianon', 'sunningdale', 'rosters', 'jeddah', 'kermanshah']
damascus, syria, dublin, ireland, ['palestine', 'israel', 'palestinian', 'jordan', 'lebanon']
damascus, syria, gaborone, botswana, ['detmold', 'manatee', 'bok', 'jiangsu', 'wastelands']
damascus, syria, georgetown, guyana, ['ansar', 'tartu', 'nicaragua', 'copa', 'afdb']
damascus, syria, hanoi, vietnam, ['turkmenistan', 'turkey', 'zmir', 'uzbekistan', 'tajikistan']
damascus, syria, harare, zimbabwe, ['airdate', 'berbere', 'bpaa', 'shakin', 'halys']
damascus, syria, havana, cuba, ['nicaragua', 'cuba', 'salvador', 'libya', 'darfur']
damascus, syria, helsinki, finland, ['armenia', 'rwanda', 'borders', 'burundi', 'darfur']
damascus, syria, islamabad, pakistan, ['darfur', 'tunisia', 'lahore', 'pakistan', 'libya']
damascus, syria, jakarta, indonesia, ['libya', 'morocco', 'algeria', 'chungcheong', 'mexico']
damascus, syria, kabul, afghanistan, ['israel', 'lebanon', 'jordan', 'palestine', 'darfur']
damascus, syria, kathmandu, nepal, ['evanston', 'patan', 'subarctic', 'darfur', 'karabakh']
damascus, syria, khartoum, sudan, ['sudan', 'tunisia', 'darfur', 'anwar', 'tajikistan']
damascus, syria, kiev, ukraine, ['ukraine', 'ut', 'crimea', 'voivodship', 'ussr']
damascus, syria, kingston, jamaica, ['joins', 'jordan', 'palestine', 'lebanon', 'taif']
damascus, syria, libreville, gabon, ['ansar', 'ciboney', 'caviar', 'vaclav', 'hilter']
damascus, syria, lilongwe, malawi, ['dali', 'henan', 'ansar', 'dinh', 'embeds']
damascus, syria, lima, peru, ['peru', 'venezuela', 'colombia', 'sudan', 'nicaragua']
damascus, syria, lisbon, portugal, ['tunisia', 'algeria', 'sudan', 'morocco', 'ecuador']
damascus, syria, ljubljana, slovenia, ['minden', 'feelin', 'salamat', 'drawl', 'tigre']
damascus, syria, london, england, ['israel', 'america', 'international', 'peace', 'conflict']
damascus, syria, luanda, angola, ['salvador', 'angola', 'ecuador', 'argentina', 'henan']
damascus, syria, lusaka, zambia, ['gina', 'quod', 'lvl', 'dali', 'sunningdale']
damascus, syria, madrid, spain, ['darfur', 'el', 'salvador', 'quo', 'spain']
damascus, syria, managua, nicaragua, ['nicaragua', 'darfur', 'ansar', 'manzanillo', 'paso']
damascus, syria, manama, bahrain, ['darfur', 'karabakh', 'sudan', 'nagorno', 'armenia']
damascus, syria, manila, philippines, ['westeros', 'wi', 'philippines', 'odi', 'ni']
damascus, syria, maputo, mozambique, ['velo', 'detmold', 'tahrir', 'reactionaries', 'ansar']
damascus, syria, minsk, belarus, ['darfur', 'tunisia', 'libya', 'sudan', 'loathing']
damascus, syria, mogadishu, somalia, ['salamat', 'incompatibilities', 'correlations', 'collusion', 'wickedness']
damascus, syria, monrovia, liberia, ['fallujah', 'yemen', 'netanya', 'venezuela', 'benghazi']
damascus, syria, montevideo, uruguay, ['trianon', 'locarno', 'frud', 'anzus', 'taif']
damascus, syria, moscow, russia, ['russia', 'peace', 'lebanon', 'borders', 'palestine']
damascus, syria, muscat, oman, ['withdraws', 'karabakh', 'arabia', 'nagorno', 'darfur']
dhaka, bangladesh, doha, qatar, ['svg', 'handover', 'opium', 'pakistan', 'famine']
dhaka, bangladesh, dublin, ireland, ['northern', 'part', 'ireland', 'the', 'city']
dhaka, bangladesh, gaborone, botswana, ['pakistan', 'region', 'province', 'somalia', 'timor']
dhaka, bangladesh, georgetown, guyana, ['six', 'seven', 'five', 'zero', 'texas']
dhaka, bangladesh, hanoi, vietnam, ['turkey', 'vietnam', 'constellation', 'peru', 'philippines']
dhaka, bangladesh, harare, zimbabwe, ['didgeridoo', 'tick', 'crtc', 'bbci', 'minicomputer']
dhaka, bangladesh, havana, cuba, ['cuba', 'cuban', 'equatorial', 'tsunami', 'pakistani']
dhaka, bangladesh, helsinki, finland, ['channel', 'greenland', 'pakistan', 'china', 'satellite']
dhaka, bangladesh, islamabad, pakistan, ['pakistan', 'lahore', 'karachi', 'indonesia', 'timor']
dhaka, bangladesh, jakarta, indonesia, ['indonesia', 'expos', 'indonesian', 'pakistan', 'calgary']
dhaka, bangladesh, kabul, afghanistan, ['pakistan', 'afghanistan', 'invasion', 'egypt', 'chad']
dhaka, bangladesh, kathmandu, nepal, ['channel', 'corridor', 'raid', 'indus', 'pakistan']
dhaka, bangladesh, khartoum, sudan, ['sudan', 'pakistan', 'chad', 'tunisia', 'africa']
dhaka, bangladesh, kiev, ukraine, ['tsar', 'invasion', 'one', 'tsunami', 'six']
dhaka, bangladesh, kingston, jamaica, ['jamaica', 'labrador', 'canada', 'on', 'the']
dhaka, bangladesh, libreville, gabon, ['timor', 'portuguese', 'mersenne', 'sparsely', 'remote']
dhaka, bangladesh, lilongwe, malawi, ['indonesian', 'angola', 'timor', 'friesland', 'armada']
dhaka, bangladesh, lima, peru, ['peru', 'chile', 'colombia', 'pakistan', 'brazil']
dhaka, bangladesh, lisbon, portugal, ['remote', 'port', 'destination', 'pakistan', 'inhabitants']
dhaka, bangladesh, ljubljana, slovenia, ['slovenia', 'brazil', 'labrador', 'somalia', 'constellation']
dhaka, bangladesh, london, england, ['zero', 'one', 'five', 'nine', 'six']
dhaka, bangladesh, luanda, angola, ['indonesian', 'angola', 'indonesia', 'island', 'mozambique']
dhaka, bangladesh, lusaka, zambia, ['ts', 'zodiac', 'fix', 'sg', 'countdown']
dhaka, bangladesh, madrid, spain, ['tour', 'zero', 'the', 'victory', 'plan']
dhaka, bangladesh, managua, nicaragua, ['timor', 'juan', 'bengal', 'rouge', 'ers']
dhaka, bangladesh, manama, bahrain, ['chad', 'morocco', 'pakistan', 'indonesia', 'timor']
dhaka, bangladesh, manila, philippines, ['philippines', 'pakistan', 'xi', 'channel', 'corridor']
dhaka, bangladesh, maputo, mozambique, ['timor', 'karachi', 'indonesian', 'gaza', 'lechuck']
dhaka, bangladesh, minsk, belarus, ['pakistan', 'khmer', 'equatorial', 'indonesia', 'morocco']
dhaka, bangladesh, mogadishu, somalia, ['somalia', 'indonesia', 'conquer', 'bengali', 'invade']
dhaka, bangladesh, monrovia, liberia, ['indonesia', 'tsunami', 'india', 'chad', 'liberia']
dhaka, bangladesh, montevideo, uruguay, ['december', 'march', 'june', 'september', 'april']
dhaka, bangladesh, moscow, russia, ['december', 'russia', 'day', 'independence', 'march']
dhaka, bangladesh, muscat, oman, ['pakistan', 'invasion', 'pigs', 'arabia', 'bengal']
dhaka, bangladesh, nairobi, kenya, ['kenya', 'pakistan', 'chad', 'highlands', 'indonesian']
doha, qatar, dublin, ireland, ['clark', 'lewis', 'cork', 'kent', 'papua']
doha, qatar, gaborone, botswana, ['yemen', 'meath', 'bahrain', 'sligo', 'levi']
doha, qatar, georgetown, guyana, ['schiller', 'friedman', 'milton', 'tel', 'bradley']
doha, qatar, hanoi, vietnam, ['contra', 'turkmenistan', 'turkey', 'arabia', 'burundi']
doha, qatar, harare, zimbabwe, ['boitano', 'amos', 'costas', 'rheingold', 'mahathir']
doha, qatar, havana, cuba, ['cuba', 'cuban', 'leary', 'milo', 'papua']
doha, qatar, helsinki, finland, ['georgia', 'tel', 'armenia', 'aviv', 'beck']
doha, qatar, islamabad, pakistan, ['pakistan', 'lahore', 'indonesia', 'libya', 'bali']
doha, qatar, jakarta, indonesia, ['bahrain', 'indonesia', 'papua', 'nupedia', 'gulf']
doha, qatar, kabul, afghanistan, ['israel', 'sinai', 'egypt', 'syria', 'jordan']
doha, qatar, kathmandu, nepal, ['oman', 'arabia', 'beck', 'bahrain', 'saudi']
doha, qatar, khartoum, sudan, ['sudan', 'clark', 'arabia', 'bahrain', 'oman']
doha, qatar, kiev, ukraine, ['helen', 'levi', 'daniel', 'schiller', 'nabokov']
doha, qatar, kingston, jamaica, ['clark', 'sanger', 'promoted', 'defoe', 'lewis']
doha, qatar, libreville, gabon, ['taliaferro', 'icaza', 'gozo', 'periodicals', 'rantissi']
doha, qatar, lilongwe, malawi, ['freire', 'hizbullah', 'murdock', 'taliaferro', 'phine']
doha, qatar, lima, peru, ['bakr', 'abu', 'ali', 'ibn', 'al']
doha, qatar, lisbon, portugal, ['origen', 'ecuador', 'sanger', 'quotes', 'guatemala']
doha, qatar, ljubljana, slovenia, ['moo', 'slovenia', 'hy', 'nat', 'zwickau']
doha, qatar, london, england, ['new', 'david', 's', 'and', 'york']
doha, qatar, luanda, angola, ['angola', 'defoe', 'indonesian', 'flores', 'jorge']
doha, qatar, lusaka, zambia, ['kimberly', 'gunther', 'stella', 'sara', 'zahir']
doha, qatar, madrid, spain, ['sinatra', 'el', 'al', 'salvador', 'francisco']
doha, qatar, managua, nicaragua, ['miguel', 'malik', 'yankovic', 'yusuf', 'luis']
doha, qatar, manama, bahrain, ['bahrain', 'yusuf', 'kuwait', 'arabia', 'gilgamesh']
doha, qatar, manila, philippines, ['iliad', 'philippines', 'dorado', 'homer', 'clark']
doha, qatar, maputo, mozambique, ['taliaferro', 'amman', 'jabir', 'hizbullah', 'pacino']
doha, qatar, minsk, belarus, ['libya', 'snyder', 'arabia', 'amir', 'salvador']
doha, qatar, mogadishu, somalia, ['bahasa', 'bahrain', 'conquer', 'ruse', 'ligase']
doha, qatar, monrovia, liberia, ['schiller', 'bahrain', 'powell', 'derleth', 'clark']
doha, qatar, montevideo, uruguay, ['preface', 'cites', 'arabia', 'schiller', 'signed']
doha, qatar, moscow, russia, ['s', 'roosevelt', 'bulgaria', 'clark', 'israel']
doha, qatar, muscat, oman, ['oman', 'arabia', 'bahrain', 'saudi', 'mumford']
doha, qatar, nairobi, kenya, ['clark', 'bahrain', 'kenya', 'chang', 'flores']
